Código genérico;Nombre producto genérico;Descripción producto genérico;Tipo producto;Código ONU;Clasificación ONU;Clasificación interna;Estado Código genérico;Canasta Esencial de Medicamentos;precio
100001801;VACUOMETRO ANAE MED PRESION INSP-ESPIRAT;"VACUOMETRO DE REGISTRO ANAEROIDE PARA MEDICION DE PRESIONES MAXIMAS CONRANGO DE PRESION ENTRE O Y +120;;Insumos;42271911;Kits de manómetro re;inactivo;0;0;56576
100001868;MCF PACK EXTRACC COMP EXM 3000;"MATERIAL DE CONTINUIDAD DE FUNCIONAMIENTO: PACK COMPUESTO POR KIT DEEXTRACCION DE MATERIAL GENETICO (ADN/ARN) COMPATIBLE CON EQUIPO DEEXTRACCION EXM 3000 MAS LOS ACCESORIOS SUFICIENTES PARA GENERAR TODO ELPROCESO DE EXTRACCION. COMPONENTE 1 DEL PACK: KIT PARA  EXTRACCION DEMATERIAL GENETICO (ADN/ARN)  COMPATIBLE PARA LA AMPLIFICACION DE VIRUSZIKA DENGUE Y CHIKUNGUNYA  EN ENVASE INDIVIDUAL  RESISTENTE CON SELLOQUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. DEBE TENER ENTRE 1 Y 500REACCIONES. EL KIT DEBE SER COMPATIBLE CON EQUIPO EXTRACCION: EXM 3000.COMPONENTE 2 DEL PACK: DEBE INCLUIR TODOS LOS CONSUMIBLES  PLASTICOS ADAPTADORES  SOLUCION (ES) DE DESCONTAMINACION SUPERFICIAL Y REACTIVOSNECESARIOS PARA EL PROCESAMIENTO DE LA MUESTRA HASTA LA OBTENCION DELMATERIAL GENETICO PARA SU AMPLIFICACION;;Insumos;41116104;Kits de ensayo quími;inactivo;0;0;13916
100001871;MCF PACK EXTRACC COMP MAELSTRON;"MATERIAL DE CONTINUIDAD DE FUNCIONAMIENTO: PACK COMPUESTO POR KIT DEEXTRACCION DE MATERIAL GENETICO (ADN/ARN) COMPATIBLE CON EQUIPO DEEXTRACCION MAELSTRON MAS LOS ACCESORIOS SUFICIENTES PARA GENERAR TODO ELPROCESO DE EXTRACCION. COMPONENTE 1 DEL PACK: KIT PARA  EXTRACCION DEMATERIAL GENETICO (ADN/ARN)  COMPATIBLE PARA LA AMPLIFICACION DE VIRUSZIKA DENGUE Y CHIKUNGUNYA  EN ENVASE INDIVIDUAL  RESISTENTE CON SELLOQUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. DEBE TENER ENTRE 1 Y 500REACCIONES. EL KIT DEBE SER COMPATIBLE CON EQUIPO DE EXTRACCION:MAELSTRON. COMPONENTE 2 DEL PACK: DEBE INCLUIR TODOS LOS CONSUMIBLES PLASTICOS  ADAPTADORES  SOLUCION (ES) DE DESCONTAMINACION SUPERFICIAL YREACTIVOS NECESARIOS PARA EL PROCESAMIENTO DE LA MUESTRA HASTA LAOBTENCION DEL MATERIAL GENETICO PARA SU AMPLIFICACION;;Insumos;41116104;Kits de ensayo quími;inactivo;0;0;12681
BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL
;;activoCONTENIDO.";Fármacos;51101542;;Antibióticos;Inactivo;0;activo100001913;MCF PACK EXTRACC COMP AUTOPURE 32A;"MATERIAL DE CONTINUIDAD DE FUNCIONAMIENTO: PACK COMPUESTO POR KIT DEEXTRACCION DE MATERIAL GENETICO (ADN/ARN) COMPATIBLE CON EQUIPOS DEEXTRACCION ALLSHENG AUTOPURE 32A MAS LOS ACCESORIOS SUFICIENTES PARAGENERAR TODO EL PROCESO DE EXTRACCION. COMPONENTE 1 DEL PACK: KIT PARAEXTRACCION DE MATERIAL GENETICO (ADN/ARN)  COMPATIBLE PARA LAAMPLIFICACION DE VIRUS ZIKA DENGUE Y CHIKUNGUNYA  EN ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. DEBETENER ENTRE 1 Y 500 REACCIONES. EL KIT DEBE SER COMPATIBLE CON EQUIPO DEEXTRACCION:  ALLSHENG AUTOPURE 32A. COMPONENTE 2 DEL PACK: DEBE INCLUIRTODOS LOS CONSUMIBLES  PLASTICOS  ADAPTADORES  SOLUCION (ES) DEDESCONTAMINACION SUPERFICIAL Y REACTIVOS NECESARIOS PARA ELPROCESAMIENTO DE LA MUESTRA HASTA LA OBTENCION DEL MATERIAL GENETICOPARA SU AMPLIFICACION;;Insumos;41116104;Kits de ensayo quími;inactivo;0;0;15998
100001918;MCF PACK EXTRACC COMP EX48;"MATERIAL DE CONTINUIDAD DE FUNCIONAMIENTO: PACK COMPUESTO POR KIT DEEXTRACCION DE MATERIAL GENETICO (ADN/ARN) COMPATIBLE CON EQUIPOS DEEXTRACCION EX48 MAS LOS ACCESORIOS SUFICIENTES PARA GENERAR TODO ELPROCESO DE EXTRACCION. COMPONENTE 1 DEL PACK: KIT PARA  EXTRACCION DEMATERIAL GENETICO (ADN/ARN)  COMPATIBLE PARA LA AMPLIFICACION DE VIRUSZIKA DENGUE Y CHIKUNGUNYA  EN ENVASE INDIVIDUAL  RESISTENTE CON SELLOQUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. DEBE TENER ENTRE 1 Y 500REACCIONES. EL KIT DEBE SER COMPATIBLE CON EQUIPO DE EXTRACCION: EX48.COMPONENTE 2 DEL PACK: DEBE INCLUIR TODOS LOS CONSUMIBLES  PLASTICOS ADAPTADORES  SOLUCION (ES) DE DESCONTAMINACION SUPERFICIAL Y REACTIVOSNECESARIOS PARA EL PROCESAMIENTO DE LA MUESTRA HASTA LA OBTENCION DELMATERIAL GENETICO PARA SU AMPLIFICACION;;Insumos;41116104;Kits de ensayo quími;inactivo;0;0;17254
";Fármacos;51171807;;Antivertiginosos;Inactivo;0;activo100002086;CLOMIPRAMINA 25 MG GG/CM REC.;"CLOMIPRAMINA 25 MG COMPRIMIDO RECUBIERTO O GRAGEA ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR COMPRIMIDO RECUBIERTO O GRAGEA.;;;;";activo;0;Clomipramina;Antidepresivos;Activo;1;35301
100002349;CITARABINA FAM 1 G SOL. INYECTABLE;"CITARABINA 1G SOLUCION INYECTABLE ADMINISTRACION INTRAVENOSA FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.;;;;";activo;0;Citarabina;Antimetabolitos;Activo;0;48091
100002561;SODIO CLORURO 10 % SOL INY IV AM 10 ML;"SODIO CLORURO 10 % SOLUCION INYECTABLE PARA ADMINISTRACION INTRAVENOSA ENVASE VIDRIO O PLASTICO CON SISTEMA ABRE FACIL AMPOLLA 10 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DE CONTENIDO. COTIZAR POR AMPOLLA.;;;;";activo;0;Electrolitos de clor;Agua y electrolitos;Activo;1;20749
100002682;BATA QUIRURGICA TALLA L DESECH ESTERIL;"BATA QUIRURGICA TALLA L CON MANGA LARGA Y PUÑO TUBULAR ELASTICO  DESECHABLE  ESTERIL  LIBRE DE LATEX  IMPERMEABLE Y RESISTENTE A LOSFLUIDOS  QUE CUBRA TODA LA ZONA DEL TORAX Y ESPALDA COMPLETA  AJUSTE ALA ESPALDA CON TIRA  LARGO MINIMO DESDE LA BASE DEL CUELLO AL BORDE INFERIOR DE 110 CM  TELA NO TEJIDA SMS DE GRADO MEDICO GRAMAJE MINIMO 35GR/M2. DEBE INCLUIR: UNA UNIDAD CAMPO ENVOLTORIO  UNA ETIQUETA DE TRANSFERENCIA PARA LA FACIL COLOCACION CON TECNICA ESTERIL  DOS TOALLAS DE MANOS DE CELULOSA O MATERIAL QUE NO DESPRENDA PELUSAS TAMAÑO MINIMO 30 X 30 CMS. ROTULO DEBESEÑALAR ESTERIL  DESECHABLE. CARACTERISTICA LIBRE DE LATEX RESPALDADO EN ROTULO DE ORIGEN O EN CERTIFICADO EMITIDO POR EL FABRICANTE.  ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. UNIDAD DE DESPACHO EN CAJA DEHASTA 100 UNIDADES. COTIZAR PORUNIDAD.;;;;";activo;0;Trajes  cascos o mas;Vestuario desechable personal de salud;Activo;0;9513
100003213;TOPIRAMATO 50 MG CM REC.;"TOPIRAMATO 50 MG COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.;;;;";activo;0;Topiramato;Anticonvulsivantes  antiepilépticos;Activo;1;5509
100003292;VAC TETAN O TET/DIFTER PROF MONO-MULT DO;"VACUNA PARA LA PREVENCION DE TETANOS O TETANOS Y DIFTERIA CADA DOSIS DEVACUNA ANTITETANICA DEBE CONTENER COMO MINIMO 20 U.I. DE TOXOIDETETANICO  Y EN EL CASO DE CONTENER DIFTERIA  UN MINIMO DE 2 U.I. DETOXOIDE DIFTERICO;;Refrigerados;51201629;Toxoides diftérico y;inactivo;0;0;36850
100003428;BORTEZOMIB 3 5 MG POLVO LIOF. FAM;"BORTEZOMIB 3 5 MG POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE INTRAVENOSA  FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.;;;;";activo;0;Azatioprina;Inhibidores proteosómicos;Activo;1;39816
100003449;BRIMONIDINA 0 2% SOL OFTALMICA FRA 5 ML;"BRIMONIDINA 0.2% SOLUCION PARA GOTAS OFTALMICAS FRASCO 5 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.;;;;";activo;0;Tartrato de brimonid;Oftálmicos;Activo;1;2830
SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UN";Insumos;42132203;;Guantes;Inactivo;0;activo100003710;INMUNOGLOBULINA BOTULINICA TRIVALENT FAM;"INMUNOGLOBULINA BOTULINICA TRIVALENTE ;;110 A 555 UI ANTITOXINA TIPO B; 160 1 A 850 UI ANTITOXINA  TIPO E  PORML  FRASCO AMPOLLA 10 ML. ENVASE INDIVIDUAL CON SELLO QUE ASEGURE LAINVIOLAVILIDAD DEL CONTENIDO.";Refrigerados;activo;0;Inmunoestimulantes  inmunoglobulinas;Inactivo;0;42086
100003943;LACOSAMIDA 200 MG CM REC;"LACOSAMIDA 200 MG COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO RECUBIERTO.;;;;";activo;0;Ácido valproico;Anticonvulsivantes  antiepilépticos;Activo;1;24273
100003954;VENTILADOR ADULT PEDIA NEONAT TIPO PB840;"EQUIPO VENTILADOR MECANICO ADULTO PEDIATRICO NEONATO TIPO PURITANBENNETT 840  SIN BASE CALEFACTORA SERVOCONTROLADA  CON POSIBILIDAD DENIV (VENTILACION NO INVASIVA EN TODOS LOS MODOS VENTILATORIOS) FRECUENCIA VENTILATORIA DE 1 A 100/MIN  CON FILTRO EXHALATORIO N100 CONTRAMPA DE AGUA DE 200CC HASTA LA LÍNEA DE CAPACIDAD  NEOMODE;;PAV+. DEBE CONTAR CON LOS SIGUIENTES SERVICIOS: PUESTA EN MARCHA EN ELLUGAR DE DESTINO  CAPACITACION USUARIA Y TECNICA EN EL LUGAR DE DESTINO GARANTIA TECNICA DE 12 MESES DURANTE LA CUAL SE DEBEN REALIZAR LOSMANTENIMIENTOS PREVENTIVOS  PROVEER LOS CIRCUITOS Y ACCESORIOS PARA SUCORRECTO FUNCIONAMIENTO. ENVASE RESISTENTE QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. COTIZAR POR UNIDAD.";Insumos;42272208;inactivo;0;Inactivo;0;13654
100003955;VENTILADOR ADULT PEDIA NEONAT TIPO PB980;"EQUIPO VENTILADOR MECANICO ADULTO PEDIATRICO NEONATO TIPO PURITANBENNETT 980  SIN BASE CALEFACTORA SERVOCONTROLADA  CON POSIBILIDAD DENIV (VENTILACION NO INVASIVA EN TODOS LOS MODOS VENTILATORIOS) FRECUENCIA VENTILATORIA DE 1 A 100/MIN  CON FILTRO EXHALATORIO N100 CONTRAMPA DE AGUA DE 200CC HASTA LA LÍNEA DE CAPACIDAD  NEOMODE;;PAV+ Y NIV+. DEBE CONTAR CON LOS SIGUIENTES SERVICIOS: PUESTA EN MARCHAEN EL LUGAR DE DESTINO  CAPACITACION USUARIA Y TECNICA EN EL LUGAR DEDESTINO  GARANTIA TECNICA DE 12 MESES DURANTE LA CUAL SE DEBEN REALIZARLOS MANTENIMIENTOS PREVENTIVOS  PROVEER LOS CIRCUITOS Y ACCESORIOS PARASU CORRECTO FUNCIONAMIENTO. ENVASE RESISTENTE QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.";Insumos;42272208;inactivo;0;Inactivo;0;14624
100003979;TRASTUZUMAB EMTANSINA 160MG LIOF. FAM;"TRASTUZUMAB  EMTANSINA 160 MG LIOFILIZADO PARA SOLUCIÓN CONCENTRADA PERFUSIÓN INTRAVENOSA FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.;;;;";inactivo;0;Trastuzumab;Anticuerpos monoclonales;Activo;1;50461
100004013;KIT CALCETIN TOBILLO 18 A 20 CM 40 MMHG;"KIT DE VENDAJE ELASTICO EL QUE DEBE CONTENER TRES ELEMENTOS: UN PAR DE CALCETINES + UNA MEDIA DE COMPRESIÓN  MEDIDA 18 A 20 CM Y COMPRESION DE 40 MMHG AMBAS A NIVEL DE TOBILLO. COMPOSICION PAR CALCETINES: POLIAMIDA 70 A 80% ELASTANO 15 A 30% DEBE CONTENER PLATA AL 1%. COMPOSICION  MEDIADE COMPRESION: POLIAMIDA 70 A80% ELASTANO 20 A 30%. DEBE CONTENER APLICADOR 100%POLIESTER. ENVASE INDIVIDUAL RESISTENTE QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR KIT.;;;;";activo;0;Vendas o apósitos co;Vendas y productos relacionados;Activo;0;4373
100004015;KIT CALCETIN TOBILLO 22 A 24 CM 40 MMHG;"KIT DE VENDAJE ELASTICO EL QUE DEBE CONTENER TRES ELEMENTOS: UN PAR DE CALCETINES + UNA MEDIA DE COMPRESIÓN  MEDIDA 22 A 24 CM Y COMPRESION DE 40 MMHG AMBAS A NIVEL DE TOBILLO. COMPOSICION PAR CALCETINES:  POLIAMIDA70 A 80% ELASTANO 15 A30% DEBE CONTENER PLATA AL 1%. COMPOSICION  MEDIADE COMPRESION:POLIAMIDA 70 A80% ELASTANO 20 A 30%. DEBE CONTENER APLICADOR 100%POLIESTER. ENVASE INDIVIDUAL RESISTENTE QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR KIT.;;;;";activo;0;Vendas o apósitos co;Vendas y productos relacionados;Activo;0;3968
100004016;KIT CALCETIN TOBILLO 24 A 26 CM 40 MMHG;"KIT DE VENDAJE ELASTICO EL QUE DEBE CONTENER TRES ELEMENTOS: UN PAR DE CALCETINES + UNA MEDIA DE COMPRESIÓN  MEDIDA 24 A 26 CM Y COMPRESION DE 40 MMHG AMBAS A NIVEL DE TOBILLO. COMPOSICION PAR CALCETINES: POLIAMIDA 70 A 80% ELASTANO 15 A30% DEBE CONTENER PLATA AL 1%. COMPOSICION MEDIA DE COMPRESION: POLIAMIDA 70 A 80% ELASTANO 20 A 30%. DEBE CONTENER APLICADOR 100%POLIESTER. ENVASE INDIVIDUAL RESISTENTE QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR KIT.;;;;";activo;0;Vendas o apósitos co;Vendas y productos relacionados;Activo;0;2909
100004017;KIT CALCETIN TOBILLO 26 A 28 CM 40 MMHG;"KIT DE VENDAJE ELASTICO EL QUE DEBE CONTENER TRES ELEMENTOS: UN PAR DE CALCETINES + UNA MEDIA DE COMPRESIÓN  MEDIDA 26 A 28 CM Y COMPRESION DE 40 MMHG AMBAS A NIVEL DETOBILLO. COMPOSICION PAR CALCETINES: POLIAMIDA 70 A 80% ELASTANO 15 A 30% DEBE CONTENER PLATA AL 1%. COMPOSICION MEDIA DE COMPRESION: POLIAMIDA 70 A 80% ELASTANO 20 A 30%. DEBE CONTENER APLICADOR 100% POLIESTER. ENVASE INDIVIDUAL RESISTENTE QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR KIT.;;;;";activo;0;Vendas o apósitos co;Vendas y productos relacionados;Activo;0;2438
100004018;KIT CALCETIN TOBILLO 28 A 30 CM 40 MMHG;"KIT DE VENDAJE ELASTICO EL QUE DEBE CONTENER TRES ELEMENTOS: UN PAR DE CALCETINES + UNA MEDIA DE COMPRESIÓN  MEDIDA 28 A 30 CM Y COMPRESION DE 40 MMHG AMBAS A NIVEL DE TOBILLO. COMPOSICION PAR CALCETINES:  POLIAMIDA70 A 80% ELASTANO 15 A30% DEBE CONTENER PLATA AL 1%. COMPOSICION  MEDIADE COMPRESION: POLIAMIDA 70 A80% ELASTANO 20 A 30%. DEBE CONTENER APLICADOR 100% POLIESTER. ENVASE INDIVIDUAL RESISTENTE QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR KIT.;;;;";activo;0;Vendas o apósitos co;Vendas y productos relacionados;Activo;0;1524
100004019;KIT CALCETIN TOBILLO 30 A 32 CM 40 MMHG;"KIT DE VENDAJE ELASTICO EL QUE DEBE CONTENER TRES ELEMENTOS: UN PAR DE CALCETINES + UNA MEDIA DE COMPRESIÓN  MEDIDA 30 A 32 CM  Y COMPRESION DE40 MMHG AMBAS A NIVEL DE TOBILLO. COMPOSICION PAR CALCETINES:  POLIAMIDA 70 A 80% ELASTANO 15 A 30% DEBE CONTENER PLATA AL 1%. COMPOSICION  MEDIA DE COMPRESION: POLIAMIDA 70 A 80% ELASTANO 20 A 30%. DEBE CONTENER APLICADOR 100%POLIESTER. ENVASE INDIVIDUAL RESISTENTE QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR KIT.;;;;";activo;0;Vendas o apósitos co;Vendas y productos relacionados;Activo;0;1041
100004647;ERLOTINIB 150 MG CM REC.;"ERLOTINIB 150 MG COMPRIMIDO RECUBIERTO ENVASADO EN  BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. COTIZARPOR COMPRIMIDO RECUBIERTO.;;;;";activo;0;Hidroxiurea;Antibióticos antineoplásticos;Activo;1;4074
100004963;ELECTRODO AURICULAR FIJ. PASIVA MRI COMP;"ELECTRODO PARA MARCAPASO UNI/BICAMERAL TIPO BIPOLAR 52 A 53 CM AURICULAR FIJACION PASIVA CON CONECTOR IS-1 CUBIERTA CON ESTEROIDES DE 6 A 7 FR MRI COMPATIBLE (APTO PARA RESONANCIA). ENVASE INDIVIDUAL ESTERILRESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.;;;;";activo;0;Accesorios o eléctro;Marcapasos cardiacos y relacionados;Activo;0;29528
100005184;AP DESBRIDAM HIDROCOND 20X 20CM;"APOSITO CON ACCION DE DESBRIDAMIENTO HIDROCONDUCTOR DE HERIDAS QUE  CREAUN SISTEMA DE PRESION NEGATIVA PARA ACTUAR. MANTIENE SU INTEGRIDAD Y NOQUEDAN PARTICULAS AL RETIRARLO. COMPOSICION 3 CAPAS (ESPESOR 3 MM);;Insumos;42311510;Vendaje de espuma;inactivo;0;0;12718
100005188;AP GASA PARAF BAJA ADH 100% ALGODÓN;"APOSITO DE GASA PARAFINADA DE BAJA ADHERENCIA COMPOSICION GASA 100%ALGODÓN UNGÜENTO PARAFINA BLANCA BLANDA  ;;Insumos;42311510;Vendaje de espuma;inactivo;0;0;7764
